Indentation

 + Advanced

+ Advanced
   Acquisition rate :	10.0 [Hz]
   Linear loading
   Max load :	1000.00 	µN
   Loading rate :	500.00 	µN/min
   Unloading rate :	500.00 	µN/min
   Pause :	30.0 s

+ TTX - UNHT Bio S/N: 1000136751 settings
   Fn contact : 25 µN
   Approach distance : 20 µm
   Approach speed : 100 µm/min
   Retract speed : 200 µm/min
   Retract time : 5 sec
   Dz sensor in large range
   Load in fine range
   FnRef in fine range
   FnRef contactload :500.000 µN
   Stiffness threshold : 1 µN/µm

   X Position :10204.70 µm
   Y Position :40263.90 µm
   Z Position :8762.40 µm

Date :6/9/2026
Time :1:31:40 PM

Analysis n # 1

   Method :	Hertz

 + Parameters

  Load Fit [10%,98%]

 + Main results

   EHz=	938.79 	kPa

 + Hypothesis


 + Additional results

   ErHz=	1031.64 kPa
   h offset=	5.98 µm
   R2=	0.99

Analysis n # 2

   Method :	Oliver & Pharr

 + Parameters

  Unload Fit [40%,98%]

 + Main results

   HIT=	26.74 	kPa
   EIT=	756.54 	kPa
   E*=	831.37 	kPa

 + Hypothesis

   !!! Indenter not calibrated !!!
   Poisson's ratio(nu)=	0.30 

 + Additional results

   HVIT=	0.0027258 	 Vickers
   CIT 0.001/120/30=	0.55 	%
   nIT=	82.97 %
   Fmax=	1005.48 	µN
   hmax=	16.15 	µm
   S=	181.9084 	µN/µm
   F/S²=	0.0304 	µm²/µN
   hc=	12.12 	µm
   hr=	10.62 	µm
   hp=	5.63 	µm
   m=	1.9036 
   Epsilon=	0.73 
   R2=	1.000
   Ap=	37602.17 	µm²
   Welast=	3431.13 pJ
   Wplast=	704.01 pJ
   Wtotal=	4135.14 pJ
   Er=	831.36 	kPa

Measured values
Time (s)	Pd (µm)	Fn (µN)	FnRef (µN)	SegmentID
209.8	13.0306	519.9002	5.0541	3
209.9	13.0232	519.0831	5.056	3
210	13.0159	518.2344	5.0591	3
210.1	13.0087	517.2789	5.0498	3
210.2	13.002	516.3786	5.0439	3
210.3	12.9955	515.5576	5.0398	3
210.4	12.9887	514.8068	5.0361	3
210.5	12.9821	513.9079	5.041	3
210.6	12.9753	513.0866	5.0593	3
210.7	12.9687	512.1127	5.0658	3
210.8	12.9629	511.1942	5.0545	3
210.9	12.9572	510.3827	5.0532	3
211	12.9514	509.6098	5.0483	3
211.1	12.9458	508.6784	5.0531	3
211.2	12.9404	507.7086	5.0536	3
211.3	12.9354	506.8858	5.0519	3
211.4	12.9301	506.1635	5.0452	3
211.5	12.9244	505.3995	5.043	3
211.6	12.9186	504.5486	5.0479	3
211.7	12.9128	503.6871	5.052	3
211.8	12.9073	502.8144	5.0609	3
211.9	12.902	502.0334	5.0542	3
212	12.8963	501.299	5.0556	3
212.1	12.8899	500.5081	5.0571	3
212.2	12.8838	499.5682	5.0521	3
212.3	12.8781	498.7513	5.052	3
212.4	12.8726	497.8518	5.0581	3
212.5	12.8674	496.843	5.0587	3
212.6	12.8627	496.0058	5.0582	3
212.7	12.8579	495.1831	5.0558	3
212.8	12.853	494.4287	5.0623	3
212.9	12.8477	493.6302	5.0672	3
213	12.8423	492.7993	5.0723	3
213.1	12.8369	492.0654	5.0652	3
213.2	12.8315	491.1456	5.0451	3
213.3	12.8261	490.2587	5.0555	3
213.4	12.8205	489.5569	5.0641	3
213.5	12.8146	488.8363	5.0533	3
213.6	12.8083	488.0473	5.0479	3
213.7	12.802	487.1994	5.0539	3
213.8	12.7955	486.4172	5.0573	3
213.9	12.789	485.7394	5.0652	3
214	12.782	484.8382	5.0675	3
214.1	12.7747	484.06	5.0584	3
214.2	12.7673	483.3317	5.051	3
214.3	12.7598	482.4219	5.0551	3
214.4	12.7522	481.6203	5.0493	3
214.5	12.7446	480.8	5.045	3
214.6	12.737	479.9464	5.044	3
214.7	12.7295	479.1802	5.0544	3
214.8	12.7218	478.2751	5.0578	3
214.9	12.7142	477.5229	5.0604	3
215	12.7064	476.6637	5.0558	3
215.1	12.6983	475.8553	5.0609	3
215.2	12.6904	475.0615	5.0766	3
215.3	12.6829	474.0764	5.0766	3
215.4	12.6756	473.2373	5.0682	3
215.5	12.668	472.4854	5.0731	3
215.6	12.6604	471.6466	5.0822	3
215.7	12.6531	470.6384	5.0865	3
215.8	12.6467	469.6776	5.0925	3
215.9	12.6405	468.8283	5.0922	3
216	12.6345	467.9492	5.0794	3
216.1	12.6289	466.9256	5.0865	3
216.2	12.6235	466.1322	5.0934	3
216.3	12.6182	465.2693	5.0874	3
216.4	12.6131	464.4201	5.0869	3
216.5	12.6077	463.5637	5.0715	3
216.6	12.6024	462.7957	5.0697	3
216.7	12.5971	461.8963	5.0878	3
216.8	12.5916	461.2118	5.093	3
216.9	12.5859	460.2995	5.0872	3
217	12.5808	459.3993	5.0763	3
217.1	12.5759	458.5615	5.069	3
217.2	12.5708	457.8155	5.0769	3
217.3	12.5653	457.003	5.0859	3
217.4	12.5599	456.1267	5.0734	3
217.5	12.5546	455.2351	5.0672	3
217.6	12.5493	454.4505	5.0726	3
217.7	12.5438	453.7693	5.0684	3
217.8	12.5381	452.8115	5.0586	3
217.9	12.5325	452.0792	5.0675	3
218	12.5269	451.2263	5.0674	3
218.1	12.521	450.3062	5.0547	3
218.2	12.5156	449.489	5.0541	3
218.3	12.5102	448.5479	5.0567	3
218.4	12.5052	447.7224	5.0466	3
218.5	12.5008	446.7798	5.06	3
218.6	12.4963	445.9588	5.0636	3
218.7	12.4917	445.1475	5.0489	3
218.8	12.4871	444.3391	5.0517	3
218.9	12.4824	443.5884	5.0568	3
219	12.4772	442.7755	5.0687	3
219.1	12.4721	441.9238	5.0757	3
219.2	12.4673	440.9461	5.0723	3
219.3	12.4623	440.2638	5.0709	3
219.4	12.4569	439.4697	5.0723	3
219.5	12.4516	438.5672	5.0755	3
219.6	12.4465	437.7824	5.073	3
219.7	12.4413	436.9681	5.0815	3
219.8	12.4359	436.2505	5.0888	3
219.9	12.4302	435.4386	5.0948	3
220	12.4245	434.5439	5.0995	3
220.1	12.4189	433.7262	5.1004	3
220.2	12.4132	432.9573	5.105	3
220.3	12.407	432.1648	5.1042	3
220.4	12.4007	431.338	5.1013	3
220.5	12.3946	430.5347	5.0928	3
220.6	12.3882	429.7072	5.0836	3
220.7	12.3819	428.8355	5.085	3
220.8	12.3756	428.015	5.0794	3
220.9	12.3693	427.1643	5.075	3
221	12.363	426.2741	5.0876	3
221.1	12.357	425.5252	5.0752	3
221.2	12.3508	424.6683	5.0789	3
221.3	12.3445	423.8776	5.0942	3
221.4	12.338	423.0799	5.0875	3
221.5	12.3314	422.1743	5.0733	3
221.6	12.3255	421.2765	5.0732	3
221.7	12.3199	420.4024	5.0807	3
221.8	12.3142	419.5697	5.0846	3
221.9	12.3082	418.7412	5.0778	3
222	12.3022	417.9442	5.0954	3
222.1	12.2962	417.1279	5.1	3
222.2	12.2898	416.3451	5.0872	3
222.3	12.2832	415.5188	5.0747	3
222.4	12.2768	414.6252	5.0726	3
222.5	12.2707	413.83	5.0722	3
222.6	12.2646	413.0517	5.0731	3
222.7	12.2582	412.1742	5.0642	3
222.8	12.252	411.3603	5.0585	3
222.9	12.2456	410.5323	5.062	3
223	12.239	409.6814	5.076	3
223.1	12.2325	408.9062	5.0829	3
223.2	12.2259	408.0723	5.0709	3
223.3	12.2192	407.2472	5.0583	3
223.4	12.2125	406.4674	5.0566	3
223.5	12.2054	405.6906	5.0608	3
223.6	12.1984	404.877	5.0629	3
223.7	12.1914	403.9735	5.0667	3
223.8	12.1845	403.1658	5.084	3
223.9	12.1773	402.3846	5.0797	3
224	12.1699	401.5703	5.0783	3
224.1	12.1625	400.7236	5.0768	3
224.2	12.155	399.9601	5.0618	3
224.3	12.1476	399.1214	5.0556	3
224.4	12.1402	398.3015	5.0604	3
224.5	12.1327	397.4701	5.0704	3
224.6	12.125	396.6533	5.0748	3
224.7	12.1171	395.8387	5.0704	3
224.8	12.1093	394.9905	5.0746	3
224.9	12.1015	394.1452	5.0609	3
225	12.094	393.1843	5.0562	3
225.1	12.0869	392.3636	5.0604	3
225.2	12.0794	391.5927	5.0652	3
225.3	12.0719	390.789	5.0742	3
225.4	12.0641	389.9417	5.0723	3
225.5	12.0565	389.1257	5.0806	3
225.6	12.0488	388.3122	5.0882	3
225.7	12.0412	387.4323	5.0838	3
225.8	12.0337	386.5098	5.0792	3
225.9	12.0262	385.7557	5.0778	3
226	12.0189	384.8981	5.0704	3
226.1	12.0115	384.0521	5.0686	3
226.2	12.0041	383.2265	5.0733	3
226.3	11.9965	382.4042	5.0701	3
226.4	11.989	381.5923	5.0633	3
226.5	11.9815	380.7728	5.0607	3
226.6	11.9738	380.0211	5.0667	3
226.7	11.9659	379.156	5.0708	3
226.8	11.9581	378.327	5.0687	3
226.9	11.9503	377.4581	5.0677	3
227	11.9427	376.5295	5.0631	3
227.1	11.9353	375.7715	5.0702	3
227.2	11.9276	374.9947	5.0819	3
227.3	11.9199	374.1342	5.085	3
227.4	11.9118	373.375	5.0839	3
227.5	11.9039	372.4685	5.0851	3
227.6	11.8963	371.6118	5.0848	3
227.7	11.8886	370.7707	5.0832	3
227.8	11.8811	369.9193	5.0652	3
227.9	11.8733	369.1309	5.076	3
228	11.8655	368.3043	5.0842	3
228.1	11.8579	367.4234	5.0725	3
228.2	11.8503	366.5778	5.0627	3
228.3	11.8428	365.7372	5.0654	3
228.4	11.8355	364.8996	5.0792	3
228.5	11.8282	364.151	5.095	3
228.6	11.8204	363.3281	5.0924	3
228.7	11.8125	362.4493	5.0891	3
228.8	11.8048	361.6186	5.084	3
228.9	11.7972	360.7486	5.0967	3
229	11.7897	359.9218	5.0978	3
229.1	11.7824	359.1123	5.0889	3
229.2	11.7748	358.2764	5.0835	3
229.3	11.767	357.4815	5.072	3
229.4	11.7591	356.6418	5.0741	3
229.5	11.7512	355.8503	5.0827	3
229.6	11.7429	355.1171	5.0871	3
229.7	11.7342	354.3872	5.0815	3
229.8	11.7255	353.5001	5.067	3
229.9	11.717	352.5956	5.0741	3
230	11.7086	351.7367	5.0801	3
230.1	11.7004	350.8681	5.0751	3
230.2	11.6922	350.0492	5.0632	3
230.3	11.6839	349.1962	5.0685	3
230.4	11.6758	348.4281	5.0736	3
230.5	11.6677	347.5457	5.076	3
230.6	11.6595	346.7651	5.0758	3
230.7	11.6514	345.8938	5.0709	3
230.8	11.6432	345.0103	5.0672	3
230.9	11.6351	344.2334	5.074	3
231	11.627	343.3205	5.0665	3
231.1	11.6191	342.4568	5.0698	3
231.2	11.6115	341.6108	5.076	3
231.3	11.6035	340.8634	5.0727	3
231.4	11.5953	340.0739	5.0694	3
231.5	11.5872	339.1842	5.072	3
231.6	11.5793	338.3266	5.082	3
231.7	11.5713	337.5391	5.0889	3
231.8	11.5628	336.7836	5.0909	3
231.9	11.5544	335.9234	5.0739	3
232	11.5463	335.0696	5.0676	3
232.1	11.538	334.2917	5.0731	3
232.2	11.5291	333.4404	5.0789	3
232.3	11.5206	332.6011	5.0956	3
232.4	11.5122	331.8362	5.0928	3
232.5	11.5036	331.1174	5.0693	3
232.6	11.4946	330.241	5.0701	3
232.7	11.4857	329.2766	5.0844	3
232.8	11.4772	328.3452	5.0732	3
232.9	11.469	327.5378	5.0513	3
233	11.461	326.6478	5.0552	3
233.1	11.4532	325.7009	5.0667	3
233.2	11.4456	324.9521	5.0773	3
233.3	11.4378	324.1825	5.0732	3
233.4	11.4299	323.2608	5.0646	3
233.5	11.4226	322.3423	5.0716	3
233.6	11.4157	321.4212	5.0744	3
233.7	11.4088	320.5072	5.0697	3
233.8	11.4021	319.7404	5.0662	3
233.9	11.3956	318.8874	5.0643	3
234	11.3887	318.0883	5.0671	3
234.1	11.3815	317.3722	5.0722	3
234.2	11.374	316.5187	5.0686	3
234.3	11.3669	315.6806	5.0649	3
234.4	11.3597	314.7776	5.0727	3
234.5	11.3525	314.0563	5.0618	3
234.6	11.3449	313.2822	5.0428	3
234.7	11.3374	312.4151	5.0378	3
234.8	11.3298	311.586	5.0477	3
234.9	11.3223	310.7399	5.0501	3
235	11.3147	309.9202	5.0483	3
235.1	11.307	309.103	5.0466	3
235.2	11.2995	308.1611	5.035	3
235.3	11.2925	307.2151	5.0345	3
235.4	11.2859	306.3617	5.0545	3
235.5	11.2793	305.4729	5.0433	3
235.6	11.2728	304.726	5.037	3
235.7	11.2662	303.9898	5.0541	3
235.8	11.2592	303.0761	5.0677	3
235.9	11.2522	302.2651	5.0793	3
236	11.2453	301.4743	5.0847	3
236.1	11.2383	300.5984	5.0883	3
236.2	11.2315	299.7432	5.0834	3
236.3	11.2248	298.9689	5.0728	3
236.4	11.2176	298.1185	5.0588	3
236.5	11.2107	297.2171	5.0493	3
236.6	11.2038	296.4667	5.0624	3
236.7	11.1969	295.7298	5.0633	3
236.8	11.1896	294.8805	5.0563	3
236.9	11.1822	294.1007	5.0468	3
237	11.1747	293.3083	5.0463	3
237.1	11.1666	292.5304	5.0607	3
237.2	11.1583	291.7341	5.0628	3
237.3	11.15	290.9168	5.0617	3
237.4	11.1421	289.9921	5.0496	3
237.5	11.1343	289.0915	5.0426	3
237.6	11.1262	288.3539	5.0512	3
237.7	11.1181	287.6764	5.0558	3
237.8	11.1097	286.8032	5.0596	3
237.9	11.101	285.9882	5.0567	3
238	11.0922	285.2112	5.0518	3
238.1	11.0832	284.3215	5.0484	3
238.2	11.0745	283.4146	5.0442	3
238.3	11.0662	282.512	5.0399	3
238.4	11.0578	281.7838	5.0541	3
238.5	11.0494	280.9752	5.0554	3
238.6	11.0412	280.1137	5.0444	3
238.7	11.0328	279.2831	5.0405	3
238.8	11.024	278.4631	5.0388	3
238.9	11.0156	277.6377	5.0543	3
239	11.0072	276.7288	5.0666	3
239.1	10.9989	275.9269	5.061	3
239.2	10.9906	275.06	5.0622	3
239.3	10.9824	274.1889	5.0617	3
239.4	10.9743	273.3208	5.0724	3
239.5	10.9663	272.5284	5.0715	3
239.6	10.9582	271.7749	5.0647	3
239.7	10.9496	270.9183	5.0601	3
239.8	10.9411	270.1457	5.0604	3
239.9	10.9325	269.3124	5.0672	3
240	10.9242	268.4614	5.0666	3
240.1	10.9158	267.594	5.0396	3
240.2	10.9071	266.7917	5.0407	3
240.3	10.8983	266.0564	5.0724	3
240.4	10.8895	265.1661	5.0643	3
240.5	10.8805	264.3494	5.0471	3
240.6	10.8716	263.5176	5.0474	3
240.7	10.8627	262.6767	5.0516	3
240.8	10.8538	261.8221	5.0487	3
240.9	10.8451	260.9629	5.0488	3
241	10.8364	260.1117	5.0429	3
241.1	10.8276	259.2991	5.0329	3
241.2	10.8189	258.4737	5.0389	3
241.3	10.8103	257.6114	5.0342	3
241.4	10.802	256.7218	5.044	3
241.5	10.7934	255.989	5.0516	3
241.6	10.7847	255.1458	5.0634	3
241.7	10.7759	254.1555	5.064	3
241.8	10.7675	253.3355	5.058	3
241.9	10.7595	252.5309	5.0633	3
242	10.7513	251.6237	5.0677	3
242.1	10.7435	250.7919	5.0726	3
242.2	10.736	249.8227	5.0799	3
242.3	10.7289	249.0087	5.0703	3
242.4	10.7217	248.221	5.0701	3
242.5	10.7143	247.362	5.0733	3
242.6	10.707	246.4689	5.0647	3
242.7	10.6999	245.6457	5.0644	3
242.8	10.6929	244.7578	5.0638	3
242.9	10.6859	243.9142	5.0605	3
243	10.6788	243.1614	5.0628	3
243.1	10.6714	242.4109	5.0638	3
243.2	10.6638	241.56	5.0698	3
243.3	10.6564	240.6139	5.0731	3
243.4	10.6492	239.8483	5.0884	3
243.5	10.6418	239.1058	5.099	3
243.6	10.6342	238.3333	5.0854	3
243.7	10.6266	237.4295	5.0833	3
243.8	10.619	236.5119	5.079	3
243.9	10.6114	235.7545	5.0604	3
244	10.6037	234.9049	5.0573	3
244.1	10.5961	234.1135	5.0642	3
244.2	10.5884	233.3272	5.0553	3
244.3	10.5806	232.4174	5.0561	3
244.4	10.5729	231.5469	5.0592	3
244.5	10.5656	230.7443	5.0705	3
244.6	10.5581	229.8489	5.0813	3
244.7	10.551	228.9461	5.0803	3
244.8	10.544	228.1461	5.0817	3
244.9	10.5366	227.3678	5.0752	3
245	10.529	226.546	5.0757	3
245.1	10.5212	225.7727	5.0629	3
245.2	10.5133	225.0223	5.0701	3
245.3	10.5053	224.2291	5.0944	3
245.4	10.4968	223.4704	5.0968	3
245.5	10.4881	222.666	5.0868	3
245.6	10.4797	221.7757	5.0757	3
245.7	10.4714	220.8586	5.0645	3
245.8	10.4632	220.0319	5.0687	3
245.9	10.4551	219.1585	5.0804	3
246	10.447	218.3175	5.0799	3
246.1	10.4389	217.5473	5.074	3
246.2	10.4306	216.7856	5.0692	3
246.3	10.4222	215.9375	5.068	3
246.4	10.4138	215.0631	5.0738	3
246.5	10.4053	214.3093	5.0771	3
246.6	10.3966	213.4677	5.07	3
246.7	10.388	212.6452	5.0599	3
246.8	10.3797	211.7434	5.0587	3
246.9	10.3713	210.8956	5.0798	3
247	10.3628	210.1495	5.093	3
247.1	10.3541	209.3077	5.0872	3
247.2	10.3454	208.4255	5.0748	3
247.3	10.3369	207.5915	5.0789	3
247.4	10.3284	206.8665	5.0789	3
247.5	10.3193	206.1511	5.0707	3
247.6	10.3102	205.1942	5.0746	3
247.7	10.3013	204.3116	5.0714	3
247.8	10.2924	203.4809	5.0711	3
247.9	10.2836	202.6241	5.0727	3
248	10.2749	201.7464	5.0758	3
248.1	10.2665	200.9134	5.0816	3
248.2	10.258	200.0838	5.0891	3
248.3	10.2495	199.2239	5.0882	3
248.4	10.2412	198.3274	5.0721	3
248.5	10.2337	197.4195	5.0617	3
248.6	10.2263	196.5996	5.0583	3
248.7	10.2186	195.7571	5.0734	3
248.8	10.211	194.8615	5.0786	3
248.9	10.2034	194.0512	5.0771	3
249	10.1957	193.2112	5.0789	3
249.1	10.1882	192.3648	5.0795	3
249.2	10.1807	191.4641	5.0778	3
249.3	10.1735	190.7057	5.0777	3
249.4	10.1663	189.8759	5.0767	3
249.5	10.1591	188.9724	5.0813	3
249.6	10.1518	188.2071	5.079	3
249.7	10.1444	187.3275	5.0727	3
249.8	10.137	186.56	5.087	3
249.9	10.1295	185.7641	5.0924	3
250	10.1217	184.9628	5.0845	3
250.1	10.114	184.075	5.0828	3
250.2	10.1063	183.2464	5.08	3
250.3	10.0987	182.4398	5.0729	3
250.4	10.0911	181.6244	5.071	3
250.5	10.0835	180.8451	5.0797	3
250.6	10.0754	180.0202	5.0815	3
250.7	10.067	179.238	5.0814	3
250.8	10.0587	178.4653	5.0783	3
250.9	10.05	177.6419	5.0743	3
251	10.0411	176.9007	5.0732	3
251.1	10.032	176.0737	5.0722	3
251.2	10.0228	175.205	5.0837	3
251.3	10.0137	174.4102	5.0876	3
251.4	10.0046	173.6056	5.0993	3
251.5	9.9952	172.7622	5.0966	3
251.6	9.9859	171.936	5.0951	3
251.7	9.9765	171.036	5.1045	3
251.8	9.9674	170.2939	5.1077	3
251.9	9.9585	169.3956	5.1044	3
252	9.9493	168.5421	5.1035	3
252.1	9.9402	167.6549	5.1005	3
252.2	9.9313	166.8788	5.0884	3
252.3	9.9224	166.0785	5.0837	3
252.4	9.9135	165.1954	5.0897	3
252.5	9.9044	164.2755	5.0876	3
252.6	9.8955	163.4932	5.0769	3
252.7	9.8871	162.654	5.0775	3
252.8	9.8783	161.7318	5.0804	3
252.9	9.8696	160.9516	5.0852	3
253	9.861	160.0941	5.0839	3
253.1	9.8524	159.2808	5.0849	3
253.2	9.8437	158.5607	5.0847	3
253.3	9.8347	157.7129	5.0941	3
253.4	9.8254	156.8667	5.1016	3
253.5	9.8161	156.0893	5.0982	3
253.6	9.8065	155.3827	5.0982	3
253.7	9.7968	154.4994	5.0986	3
253.8	9.7871	153.6846	5.0848	3
253.9	9.7773	152.8991	5.0794	3
254	9.7673	152.1353	5.096	3
254.1	9.7572	151.3186	5.1171	3
254.2	9.7468	150.4516	5.1235	3
254.3	9.7362	149.6546	5.1148	3
254.4	9.7259	148.8406	5.1123	3
254.5	9.7152	148.0281	5.1141	3
254.6	9.7043	147.2324	5.1026	3
254.7	9.6938	146.3353	5.0974	3
254.8	9.6834	145.485	5.104	3
254.9	9.6733	144.6148	5.1064	3
255	9.6631	143.7564	5.0977	3
255.1	9.6531	142.8329	5.0866	3
255.2	9.6436	141.9137	5.0902	3
255.3	9.6344	141.0834	5.0951	3
255.4	9.625	140.287	5.0857	3
255.5	9.6154	139.424	5.0885	3
255.6	9.6064	138.5982	5.0957	3
255.7	9.5973	137.7426	5.0972	3
255.8	9.5879	136.8469	5.0879	3
255.9	9.579	135.8725	5.0859	3
256	9.5707	134.9771	5.092	3
256.1	9.5626	134.1432	5.0815	3
256.2	9.5543	133.3154	5.0793	3
256.3	9.5461	132.552	5.0848	3
256.4	9.5381	131.6463	5.0869	3
256.5	9.5299	130.827	5.0956	3
256.6	9.5216	130.1004	5.1043	3
256.7	9.5132	129.1501	5.1027	3
256.8	9.5052	128.3101	5.1071	3
256.9	9.4971	127.499	5.1087	3
257	9.4885	126.7571	5.1053	3
257.1	9.4798	126.0241	5.1173	3
257.2	9.4708	125.2103	5.1041	3
257.3	9.4617	124.3424	5.0893	3
257.4	9.4527	123.4872	5.097	3
257.5	9.444	122.6984	5.1081	3
257.6	9.4352	121.8069	5.0979	3
257.7	9.4263	120.9883	5.0829	3
257.8	9.4174	120.155	5.1029	3
257.9	9.4082	119.4295	5.1161	3
258	9.3988	118.6747	5.1085	3
258.1	9.389	117.8435	5.1016	3
258.2	9.3793	116.9799	5.1064	3
258.3	9.3699	116.1182	5.1161	3
258.4	9.3602	115.3144	5.1105	3
258.5	9.3504	114.6034	5.1115	3
258.6	9.3406	113.7347	5.119	3
258.7	9.3306	112.8845	5.1111	3
258.8	9.3208	112.0366	5.1056	3
258.9	9.3109	111.2394	5.0951	3
259	9.3009	110.3601	5.084	3
259.1	9.291	109.5846	5.0823	3
259.2	9.2807	108.7739	5.0897	3
259.3	9.2703	107.9365	5.0887	3
259.4	9.2599	107.1868	5.0872	3
259.5	9.2491	106.4088	5.1041	3
259.6	9.2383	105.6204	5.1045	3
259.7	9.2274	104.714	5.0909	3
259.8	9.2164	103.9368	5.0809	3
259.9	9.2052	103.1788	5.0903	3
260	9.194	102.2956	5.0869	3
260.1	9.1829	101.426	5.0871	3
260.2	9.1718	100.5653	5.0806	3
260.3	9.161	99.7403	5.0824	3
260.4	9.1502	98.9099	5.0895	3
260.5	9.139	98.1712	5.0816	3
260.6	9.1277	97.3176	5.0546	3
260.7	9.1164	96.5422	5.054	3
260.8	9.1053	95.6349	5.0649	3
260.9	9.0941	94.7752	5.0715	3
261	9.0829	93.9719	5.0625	3
261.1	9.0716	93.0971	5.0662	3
261.2	9.0604	92.2888	5.0817	3
261.3	9.0494	91.501	5.0796	3
261.4	9.038	90.7135	5.0705	3
261.5	9.026	89.9104	5.0704	3
261.6	9.0143	89.0332	5.0877	3
261.7	9.0028	88.1627	5.0964	3
261.8	8.9913	87.3108	5.0888	3
261.9	8.98	86.4798	5.082	3
262	8.9687	85.6147	5.076	3
262.1	8.9574	84.8271	5.0708	3
262.2	8.946	83.941	5.0822	3
262.3	8.9349	83.0945	5.0741	3
262.4	8.9239	82.2312	5.0648	3
262.5	8.9127	81.3874	5.068	3
262.6	8.9017	80.582	5.0721	3
262.7	8.8906	79.7579	5.083	3
262.8	8.8793	78.9589	5.0768	3
262.9	8.868	78.1922	5.0687	3
263	8.8563	77.4149	5.0669	3
263.1	8.8445	76.5992	5.0758	3
263.2	8.8327	75.7775	5.0802	3
263.3	8.8208	74.9671	5.0799	3
263.4	8.8086	74.1597	5.0836	3
263.5	8.7967	73.2667	5.0753	3
263.6	8.7852	72.384	5.0725	3
263.7	8.7738	71.637	5.0828	3
263.8	8.7617	70.9232	5.0853	3
263.9	8.7489	70.1757	5.0853	3
264	8.7356	69.4308	5.099	3
264.1	8.7219	68.6238	5.0918	3
264.2	8.7085	67.7943	5.0845	3
264.3	8.6953	66.8302	5.082	3
264.4	8.6823	65.925	5.0857	3
264.5	8.6694	65.0577	5.0903	3
264.6	8.6568	64.2784	5.0924	3
264.7	8.6441	63.4861	5.0942	3
264.8	8.6312	62.5812	5.0964	3
264.9	8.6183	61.7118	5.1046	3
265	8.6056	60.9497	5.1073	3
265.1	8.5929	60.1379	5.1095	3
265.2	8.58	59.2827	5.1182	3
265.3	8.5668	58.4476	5.1129	3
265.4	8.5536	57.6708	5.1013	3
265.5	8.5405	56.816	5.0856	3
265.6	8.5272	56.0173	5.0759	3
265.7	8.5138	55.2285	5.0899	3
265.8	8.5003	54.369	5.0962	3
265.9	8.4869	53.4794	5.0851	3
266	8.4737	52.6767	5.0731	3
266.1	8.4606	51.8686	5.0729	3
266.2	8.4477	50.9677	5.0809	3
266.3	8.4344	50.1885	5.0751	3
266.4	8.4212	49.4044	5.0638	3
266.5	8.4078	48.5856	5.0645	3
266.6	8.3943	47.6909	5.0661	3
266.7	8.3809	46.8764	5.084	3
266.8	8.3674	46.0321	5.0949	3
266.9	8.3539	45.2212	5.0877	3
267	8.3403	44.3851	5.0841	3
267.1	8.3269	43.499	5.0842	3
267.2	8.3135	42.6865	5.0783	3
267.3	8.3001	41.9041	5.0697	3
267.4	8.2863	41.0778	5.0806	3
267.5	8.2725	40.2592	5.0851	3
267.6	8.2588	39.4688	5.0901	3
267.7	8.2448	38.5977	5.0886	3
267.8	8.2311	37.7368	5.0854	3
267.9	8.217	37.0682	5.0873	3
268	8.2027	36.2195	5.0869	3
268.1	8.1885	35.3681	5.0845	3
268.2	8.1744	34.4929	5.0735	3
268.3	8.1603	33.627	5.087	3
268.4	8.1462	32.8752	5.1004	3
268.5	8.1318	32.0478	5.0959	3
268.6	8.1174	31.245	5.0983	3
268.7	8.1031	30.3854	5.082	3
268.8	8.0887	29.5633	5.0781	3
268.9	8.0742	28.7702	5.0935	3
269	8.0595	27.8914	5.0972	3
269.1	8.0449	27.1409	5.0867	3
269.2	8.0304	26.2732	5.0854	3
269.3	8.0155	25.4472	5.1008	3
269.4	8.0006	24.6889	5.1015	3
269.5	7.9855	23.8304	5.0942	3
269.6	7.9706	23.0244	5.0963	3
269.7	7.9556	22.1819	5.0972	3
269.8	7.9405	21.3933	5.1008	3
269.9	7.9252	20.5462	5.0964	3
270	7.9101	19.6992	5.0979	3
270.1	7.8947	18.9193	5.0926	3
270.2	7.8793	18.141	5.1018	3
270.3	7.864	17.2962	5.1006	3
270.4	7.8484	16.4692	5.0921	3
270.5	7.8327	15.6393	5.1062	3
270.6	7.8168	14.8359	5.1155	3
270.7	7.8009	14.0487	5.1132	3
270.8	7.7851	13.1936	5.1159	3
270.9	7.7692	12.383	5.1198	3
271	7.753	11.5635	5.1134	4
271.1	7.7369	10.7268	5.1077	4
271.2	7.721	10.1622	5.1087	4
271.3	7.7041	8.0435	5.1028	4
271.4	7.6241	-32.5169	5.0984	4
271.5	7.3688	-127.4986	5.1027	4
271.6	6.9847	-194.3701	5.1011	4
271.7	6.5438	-213.3096	5.1101	4
271.8	6.076	-211.8474	5.1144	4
271.9	5.5993	-208.8927	5.1172	4
272	5.1174	-206.574	5.11	4
272.1	4.6304	-202.9929	5.1131	4
272.2	4.1364	-193.654	5.1263	4
272.3	3.6381	-181.883	5.1252	4
272.4	3.139	-172.1955	5.1132	4
272.5	2.6395	-165.3455	5.1178	4
272.6	2.1387	-158.7252	5.12	4
272.7	1.636	-151.0534	5.1169	4
272.8	1.131	-142.434	5.1148	4
272.9	0.6263	-135.3995	5.1141	4
273	0.1201	-129.0699	5.119	4
273.1	-0.3878	-121.8591	5.1292	4
273.2	-0.8984	-112.7352	5.1455	4
273.3	-1.4099	-103.9228	5.1373	4
273.4	-1.9207	-97.1729	5.1259	4
