Indentation

 + User defined profile

+ User defined profile
   Acquisition rate :	20.0 [Hz]
   Linear load 20.00  µN ; 100.00 µN/min
   Pause in load 2 s
   Linear load 0.00  µN ; 100.00 µN/min
   Pause in load 120 s
   Linear depth 18.00  µm ; 500.00 µm/min
   Pause in depth 120 s
   Linear depth 0.00  µm ; 1000.00 µm/min
+ TTX - UNHT Bio S/N: 1000136751 settings
   Fn contact : 25 µN
   Approach distance : 20 µm
   Approach speed : 100 µm/min
   Retract speed : 200 µm/min
   Retract time : 5 sec
   Dz sensor in large range
   Load in fine range
   FnRef in fine range
   FnRef contactload :500.000 µN
   Stiffness threshold : 1 µN/µm

   X Position :9440.60 µm
   Y Position :37137.13 µm
   Z Position :8079.97 µm

Date :6/9/2026
Time :9:17:53 AM

   Method :	Hertz

Cycle # 1

 + Parameters

  Load Fit [10%,98%]

 + Main results

   EHz=	25.273 	kPa

 + Hypothesis


 + Additional results

   ErHz=	27.77 kPa
   h offset=	10.12 µm
   R2=	0.79

Cycle # 2

 + Parameters

  Load Fit [10%,98%]

 + Main results

! Not calculable !

 + Hypothesis


 + Additional results


Measured values
Time (s)	Pd (µm)	Fn (µN)	FnRef (µN)	SegmentID
258.5	18.1132	31.7427	5.1613	6
258.55	18.1132	31.9264	5.1509	6
258.6	18.1135	31.5057	5.1614	6
258.65	18.1134	31.7009	5.1626	6
258.7	18.1134	31.8623	5.1582	6
258.75	18.1135	31.6255	5.158	6
258.8	18.1136	31.5928	5.1662	6
258.85	18.1136	31.7003	5.1735	6
258.9	18.1138	31.4641	5.1832	6
258.95	18.1135	31.7397	5.1664	6
259	18.1138	31.4095	5.146	6
259.05	18.1137	31.5817	5.1415	6
259.1	18.1138	31.6338	5.1337	6
259.15	18.1139	31.5692	5.1338	6
259.2	18.1143	31.4648	5.1507	6
259.25	18.1141	31.5229	5.146	6
259.3	18.1141	31.5433	5.1412	6
259.35	18.1145	31.3053	5.1476	6
259.4	18.1144	31.423	5.1485	6
259.45	18.114	31.8412	5.1562	6
259.5	18.1147	31.0654	5.1518	6
259.55	18.1146	31.5711	5.1531	6
259.6	18.1147	31.3512	5.1637	6
259.65	18.1148	31.2843	5.161	6
259.7	18.1147	31.2522	5.1695	6
259.75	18.1146	31.4531	5.1606	6
259.8	18.1145	31.4839	5.1446	6
259.85	18.1145	31.1335	5.1535	6
259.9	18.1142	31.4542	5.1502	6
259.95	18.1148	31.0598	5.1224	6
260	18.1145	31.4014	5.1216	6
260.05	18.1146	31.2552	5.1409	6
260.1	18.1146	31.372	5.1332	6
260.15	18.1148	31.1644	5.1292	6
260.2	18.1145	31.308	5.1387	6
260.25	18.1142	31.6218	5.1482	6
260.3	18.1148	30.8671	5.1547	6
260.35	18.1145	31.4406	5.1564	6
260.4	18.1148	31.3666	5.1437	6
260.45	18.1154	30.6888	5.1428	6
260.5	18.1147	31.4255	5.1449	6
260.55	18.114	31.0777	5.1294	6
260.6	18.1136	30.8876	5.1193	6
260.65	18.1134	30.9776	5.1324	6
260.7	18.1133	31.1345	5.1514	6
260.75	18.1131	31.2456	5.1411	6
260.8	18.1136	30.7239	5.1379	6
260.85	18.1133	31.4294	5.1427	6
260.9	18.1134	31.1143	5.1391	6
260.95	18.1134	30.9251	5.1366	6
261	18.1129	31.4543	5.136	6
261.05	18.1134	31.0085	5.1246	6
261.1	18.1135	31.0557	5.1147	6
261.15	18.1136	31.0284	5.1434	6
261.2	18.1135	31.2754	5.1464	6
261.25	18.1137	31.1032	5.1477	6
261.3	18.1138	30.9385	5.1527	6
261.35	18.1133	31.5757	5.1426	6
261.4	18.1138	30.9765	5.146	6
261.45	18.1137	31.1092	5.1519	6
261.5	18.1133	31.5134	5.1356	6
261.55	18.1136	31.1293	5.1292	6
261.6	18.1136	31.1587	5.1196	6
261.65	18.1134	31.6003	5.1319	6
261.7	18.1138	31.1172	5.1454	6
261.75	18.1137	31.3145	5.1669	6
261.8	18.1137	31.385	5.1659	6
261.85	18.1136	31.3185	5.1633	6
261.9	18.1137	31.0705	5.1535	6
261.95	18.1135	31.5663	5.1499	6
262	18.1139	31.1762	5.1545	6
262.05	18.1138	31.3328	5.1554	6
262.1	18.1137	31.3311	5.1413	6
262.15	18.1139	31.2473	5.1626	6
262.2	18.114	31.3155	5.1738	6
262.25	18.114	31.6036	5.18	6
262.3	18.114	31.4288	5.1705	6
262.35	18.1144	30.8154	5.1586	6
262.4	18.1136	31.7864	5.1632	6
262.45	18.1139	31.3997	5.1597	6
262.5	18.1141	31.1343	5.1603	6
262.55	18.1138	31.6667	5.161	6
262.6	18.114	31.4179	5.1597	6
262.65	18.1143	31.0611	5.1626	6
262.7	18.1139	31.601	5.1618	6
262.75	18.114	31.521	5.1602	6
262.8	18.1143	31.2597	5.1607	6
262.85	18.1144	31.3147	5.1568	6
262.9	18.1144	31.3646	5.1755	6
262.95	18.1143	31.3914	5.1807	6
263	18.1147	31.0728	5.1633	6
263.05	18.1142	31.572	5.1634	6
263.1	18.1142	31.4021	5.1755	6
263.15	18.1143	31.1705	5.1811	6
263.2	18.1142	31.4529	5.1648	6
263.25	18.1145	31.2153	5.1598	6
263.3	18.1148	31.0035	5.1645	6
263.35	18.1146	31.4843	5.1622	6
263.4	18.1145	31.4562	5.169	6
263.45	18.115	30.8957	5.163	6
263.5	18.1148	31.4007	5.1573	6
263.55	18.1142	31.1816	5.1688	6
263.6	18.1133	30.9397	5.1709	6
263.65	18.1126	31.1922	5.1619	6
263.7	18.1124	31.2334	5.1578	6
263.75	18.1127	30.953	5.1559	6
263.8	18.1127	31.3058	5.1712	6
263.85	18.1126	31.3193	5.1702	6
263.9	18.1129	30.9839	5.1543	6
263.95	18.113	31.0094	5.1489	6
264	18.1128	31.3802	5.1588	6
264.05	18.1129	31.082	5.169	6
264.1	18.1128	31.0973	5.1641	6
264.15	18.1129	30.9871	5.1499	6
264.2	18.1125	31.3403	5.1382	6
264.25	18.1129	30.9247	5.1583	6
264.3	18.1129	31.0393	5.1664	6
264.35	18.1125	31.4417	5.1597	6
264.4	18.1129	30.8704	5.1657	6
264.45	18.1129	31.1603	5.1697	6
264.5	18.1127	31.4164	5.1723	6
264.55	18.1131	30.9694	5.1796	6
264.6	18.113	31.0411	5.1829	6
264.65	18.1129	31.2313	5.1757	6
264.7	18.1131	31.0718	5.1673	6
264.75	18.113	31.2795	5.1659	6
264.8	18.1136	30.7871	5.1618	6
264.85	18.113	31.5684	5.1489	6
264.9	18.1135	30.8104	5.1541	6
264.95	18.1133	31.0985	5.1708	6
265	18.113	31.3403	5.1587	6
265.05	18.1132	31.1185	5.1487	6
265.1	18.1134	30.901	5.1481	6
265.15	18.1129	31.5063	5.1425	6
265.2	18.1135	31.0692	5.1539	6
265.25	18.1133	31.2608	5.1446	6
265.3	18.1132	31.3267	5.1406	6
265.35	18.1132	31.3778	5.1373	6
265.4	18.1135	31.0035	5.136	6
265.45	18.1133	31.2777	5.1411	6
265.5	18.1131	31.5592	5.1433	6
265.55	18.1132	31.46	5.1519	6
265.6	18.1135	30.9764	5.1661	6
265.65	18.113	31.8186	5.1693	6
265.7	18.1135	31.3274	5.1739	6
265.75	18.1135	31.1883	5.1686	6
265.8	18.1131	31.5206	5.1607	6
265.85	18.1131	31.4119	5.1555	6
265.9	18.1133	31.2334	5.1498	6
265.95	18.1131	31.4391	5.1539	6
266	18.113	31.4358	5.1577	6
266.05	18.1131	31.4336	5.1641	6
266.1	18.1131	31.4406	5.1634	6
266.15	18.1132	31.432	5.1553	6
266.2	18.1134	31.3377	5.1597	6
266.25	18.1133	31.6039	5.1532	6
266.3	18.1135	31.4155	5.1378	6
266.35	18.1135	31.4154	5.1368	6
266.4	18.1134	31.5943	5.1466	6
266.45	18.1136	31.3151	5.1516	6
266.5	18.1133	31.5736	5.17	6
266.55	18.1136	31.2468	5.1794	6
266.6	18.1131	31.8762	5.1736	6
266.65	18.1136	31.4029	5.1572	6
266.7	18.1137	31.3549	5.1702	6
266.75	18.1135	31.5905	5.1744	6
266.8	18.1137	31.5589	5.1771	6
266.85	18.1142	31.0521	5.1968	6
266.9	18.1136	31.8011	5.1777	6
266.95	18.114	31.2425	5.1758	6
267	18.1137	31.6508	5.1716	6
267.05	18.1138	31.3527	5.1606	6
267.1	18.1135	31.7838	5.1662	6
267.15	18.1141	31.0107	5.1684	6
267.2	18.1136	31.6627	5.1715	6
267.25	18.1138	31.2291	5.1676	6
267.3	18.1136	31.4038	5.15	6
267.35	18.1137	31.2905	5.1522	6
267.4	18.1136	31.5806	5.1412	6
267.45	18.1141	31.2019	5.1502	6
267.5	18.1139	31.4212	5.1565	6
267.55	18.1138	31.4278	5.1413	6
267.6	18.1139	31.2657	5.1543	6
267.65	18.1142	31.2354	5.1538	6
267.7	18.1142	31.3879	5.1379	6
267.75	18.1142	31.3245	5.1488	6
267.8	18.1143	31.2527	5.1647	6
267.85	18.1144	31.1706	5.1679	6
267.9	18.1141	31.4285	5.1674	6
267.95	18.1142	31.226	5.1664	6
268	18.1144	31.1859	5.1687	6
268.05	18.1142	31.3679	5.1613	6
268.1	18.1138	31.1865	5.1625	6
268.15	18.1134	31.2775	5.1712	6
268.2	18.1129	31.1622	5.1631	6
268.25	18.1124	31.2967	5.1581	6
268.3	18.1121	31.3581	5.1529	6
268.35	18.1122	31.1752	5.156	6
268.4	18.1122	31.2763	5.1517	6
268.45	18.1123	31.2693	5.1469	6
268.5	18.1124	31.3695	5.1571	6
268.55	18.1128	31.3212	5.1546	6
268.6	18.1128	31.1278	5.1564	6
268.65	18.1121	31.5575	5.1775	6
268.7	18.1124	31.4454	5.1788	6
268.75	18.1128	31.216	5.1702	6
268.8	18.1126	31.217	5.1595	7
268.85	18.1123	31.4577	5.1521	7
268.9	18.1127	31.1108	5.1492	7
268.95	18.1122	31.4984	5.141	7
269	18.1081	30.5644	5.1398	7
269.05	18.0882	29.0597	5.1275	7
269.1	18.0495	26.4488	5.1274	7
269.15	17.9921	23.2393	5.1324	8
269.2	17.9162	19.7708	5.1227	8
269.25	17.8223	16.0708	5.1519	8
269.3	17.7091	11.8975	5.1373	8
269.35	17.5622	7.3317	5.1274	8
269.4	17.3794	2.4232	5.1454	8
269.45	17.1851	-0.8754	5.1515	8
269.5	16.9885	-3.6531	5.1532	8
269.55	16.7892	-4.9666	5.14	8
269.6	16.5888	-6.6944	5.1327	8
269.65	16.3866	-7.8483	5.1255	8
269.7	16.1829	-8.2602	5.1206	8
269.75	15.978	-8.3429	5.1325	8
269.8	15.7723	-8.8587	5.1355	8
269.85	15.565	-8.6104	5.1361	8
269.9	15.3568	-8.6743	5.142	8
269.95	15.1476	-8.8961	5.1533	8
270	14.9366	-8.4902	5.1547	8
270.05	14.7251	-8.2073	5.1408	8
270.1	14.513	-8.039	5.1137	8
270.15	14.3	-7.9021	5.1148	8
270.2	14.0855	-7.24	5.1274	8
270.25	13.8706	-7.1318	5.1344	8
270.3	13.6548	-7.0032	5.1425	8
270.35	13.4377	-6.0505	5.1479	8
270.4	13.2209	-6.078	5.139	8
270.45	13.0037	-6.2263	5.12	8
270.5	12.7843	-5.2984	5.1262	8
270.55	12.565	-5.5223	5.1489	8
270.6	12.3449	-5.4815	5.1402	8
270.65	12.1239	-5.1559	5.1402	8
270.7	11.9023	-5.1193	5.1302	8
270.75	11.68	-5.3663	5.1139	8
270.8	11.457	-5.2531	5.1189	8
270.85	11.2331	-4.8931	5.1094	8
270.9	11.009	-5.111	5.1141	8
270.95	10.7845	-5.2619	5.1281	8
271	10.5587	-4.8346	5.1467	8
271.05	10.3331	-5.0314	5.1426	8
271.1	10.1071	-5.1093	5.1296	8
271.15	9.8805	-5.1824	5.1243	8
271.2	9.6534	-5.1555	5.122	8
271.25	9.426	-5.1933	5.1301	8
271.3	9.1982	-5.2897	5.132	8
271.35	8.969	-5.1312	5.1378	8
271.4	8.7395	-5.2877	5.1527	8
271.45	8.5099	-5.3119	5.1421	8
271.5	8.2798	-5.2504	5.1352	8
271.55	8.0493	-5.4288	5.154	8
271.6	7.8179	-5.2273	5.1651	8
271.65	7.5865	-5.7351	5.1559	8
271.7	7.3542	-5.4541	5.1532	8
271.75	7.1218	-5.6086	5.1487	8
271.8	6.8887	-5.5137	5.1402	8
271.85	6.6559	-6.1262	5.1333	8
271.9	6.4221	-5.5389	5.1429	8
271.95	6.1888	-5.9561	5.1608	8
272	5.9546	-5.9455	5.1523	8
272.05	5.7203	-5.6166	5.1448	8
272.1	5.4866	-5.833	5.1482	8
272.15	5.252	-6.1651	5.1489	8
272.2	5.0159	-5.6374	5.1598	8
272.25	4.7806	-6.3874	5.1527	8
272.3	4.5445	-6.2043	5.143	8
272.35	4.3081	-5.9663	5.1507	8
272.4	4.0716	-6.1915	5.1496	8
272.45	3.8345	-6.3645	5.1333	8
272.5	3.5969	-6.0151	5.1313	8
272.55	3.3829	-6.3337	5.1509	8
272.6	3.2408	-6.2604	5.1401	8
272.65	3.1457	-6.1372	5.145	8
272.7	3.0602	-6.3078	5.1556	8
272.75	2.9777	-6.3105	5.1512	8
272.8	2.897	-5.9131	5.1478	8
272.85	2.8186	-6.3746	5.1448	8
272.9	2.7405	-6.0197	5.1619	8
272.95	2.6631	-5.8672	5.1843	8
273	2.5869	-6.5044	5.1824	8
273.05	2.5107	-5.9833	5.1854	8
273.1	2.4352	-6.1229	5.1753	8
273.15	2.3595	-6.1327	5.1559	8
273.2	2.2842	-6.0743	5.1499	8
273.25	2.2092	-6.227	5.1562	8
273.3	2.134	-5.9625	5.1467	8
273.35	2.0597	-6.3905	5.1385	8
273.4	1.9847	-5.8245	5.1445	8
273.45	1.9107	-6.6308	5.1446	8
273.5	1.8356	-5.9382	5.1348	8
273.55	1.7614	-6.121	5.1428	8
273.6	1.6873	-6.491	5.1548	8
273.65	1.6124	-5.8105	5.1608	8
273.7	1.5385	-6.3622	5.1657	8
273.75	1.4638	-5.9864	5.1629	8
273.8	1.39	-6.3433	5.1515	8
273.85	1.3155	-5.8799	5.1553	8
273.9	1.2418	-6.4068	5.157	8
273.95	1.1673	-6.0721	5.1684	8
274	1.0934	-6.4196	5.1917	8
274.05	1.019	-6.0643	5.1896	8
274.1	0.9453	-6.3305	5.1907	8
